damage_count,affected_kk,total_population,disaster_type,severity_level,emergency_duration_days,vulnerability_index,qty_beras_kg,qty_minyak_liter,qty_gula_kg,qty_indomie_pcs,qty_biskuit_pack,qty_sarden_pcs,qty_kornet_pcs,qty_susu_cair_pcs,qty_susu_bubuk_box,qty_matras_pcs,qty_kasur_lipat_pcs,qty_karpet_pcs,qty_kompor_set,qty_kipas_pcs
151,172,6405,Tanah Longsor,1,7,0.21,602.8,112.6,121.0,596,464,132,120,119,114,144,144,144,116,29
207,237,9451,Angin Kencang,2,7,0.32,778.3,158.1,164.8,873,656,160,168,168,164,218,218,218,174,109
255,300,8156,Angin Kencang,5,3,0.85,482.8,89.5,89.6,449,393,83,89,97,91,348,348,348,278,174
353,360,14176,Banjir,4,3,0.47,556.9,99.3,112.6,470,444,120,105,119,111,389,389,389,311,194
377,447,2142,Banjir,3,7,0.67,1549.1,320.8,320.5,1482,1254,295,297,300,311,447,447,447,358,224
141,146,9019,Banjir,2,10,0.34,712.1,147.8,150.2,772,532,161,135,138,141,134,134,134,107,67
343,345,1762,Gempa Bumi,3,1,0.46,173.0,36.6,33.3,192,140,37,34,33,34,345,345,345,276,69
358,404,3349,Banjir,4,3,0.66,565.7,125.3,118.2,591,444,116,118,118,129,436,436,436,349,218
96,110,5963,Banjir,1,3,0.72,173.6,33.4,33.2,155,131,33,30,34,35,92,92,92,74,46
429,433,1973,Gempa Bumi,5,7,0.21,1459.7,306.5,294.2,1481,1179,328,306,319,306,502,502,502,402,100
370,418,10191,Gempa Bumi,4,7,0.67,1539.0,289.9,288.3,1475,1165,290,295,304,266,451,451,451,361,90
227,257,9378,Banjir,5,1,0.37,123.4,25.0,24.7,130,100,25,26,25,25,298,298,298,238,149
193,196,13978,Angin Kencang,1,7,0.72,672.3,130.6,140.2,684,548,135,142,135,138,165,165,165,132,82
303,357,14501,Tanah Longsor,5,5,0.32,912.2,178.5,178.9,885,650,170,177,185,187,414,414,414,331,83
314,331,10403,Banjir,4,3,0.5,476.7,101.6,102.9,472,352,92,101,103,96,357,357,357,286,179
493,591,9634,Gempa Bumi,5,7,0.43,1937.6,410.7,423.0,1976,1728,411,446,433,390,686,686,686,548,137
389,419,12420,Banjir,5,10,0.99,2186.8,421.4,419.9,2266,1725,443,420,405,385,486,486,486,389,243
377,422,11077,Gempa Bumi,5,3,0.21,631.5,121.5,127.2,619,507,116,113,126,122,490,490,490,392,98
461,564,14316,Banjir,2,1,0.51,281.9,55.5,55.2,274,208,57,54,57,60,519,519,519,415,259
118,142,14451,Tsunami,5,14,0.27,1036.4,201.9,204.2,1025,735,201,210,206,208,165,165,165,132,33
5,6,4938,Tanah Longsor,5,3,0.91,9.5,1.8,1.7,9,8,2,2,2,2,7,7,7,6,1
444,462,2936,Banjir,5,7,0.41,1615.7,294.1,335.1,1584,1311,313,317,319,312,536,536,536,429,268
352,356,2019,Banjir,1,5,0.87,1025.5,175.8,179.1,985,755,170,174,185,189,299,299,299,239,150
243,280,12954,Tsunami,3,5,0.88,704.3,140.3,135.2,763,569,151,136,139,145,280,280,280,224,56
21,23,6957,Angin Kencang,2,7,0.79,78.5,15.8,15.6,85,67,16,16,17,16,21,21,21,17,11
152,187,11938,Banjir,4,3,0.26,284.7,55.5,56.6,272,232,53,57,59,55,202,202,202,162,101
128,139,6973,Gempa Bumi,3,3,0.2,202.7,44.2,42.2,232,165,40,42,40,40,139,139,139,111,28
124,137,11166,Gempa Bumi,2,1,0.81,70.9,14.9,14.1,69,51,14,14,15,13,126,126,126,101,25
146,165,3098,Banjir,3,5,0.71,406.9,79.6,84.5,430,337,80,79,84,83,165,165,165,132,82
277,332,4608,Banjir,3,14,0.33,2189.1,429.7,444.2,2437,1832,464,499,492,441,332,332,332,266,166
310,331,4436,Tanah Longsor,5,3,0.54,462.7,100.1,98.5,478,403,92,104,99,97,384,384,384,307,77
394,487,5569,Tsunami,3,10,0.46,2424.3,458.2,479.3,2454,1782,473,533,476,494,487,487,487,390,97
152,173,2213,Banjir,3,1,0.35,88.8,17.5,16.6,82,66,19,17,17,17,173,173,173,138,86
360,436,11577,Banjir,4,3,0.6,675.3,134.3,135.1,634,526,130,132,133,138,471,471,471,377,235
111,126,9231,Banjir,4,14,0.5,847.2,171.4,180.0,982,780,191,177,174,183,136,136,136,109,68
469,560,5476,Tanah Longsor,1,7,0.89,1939.9,421.7,387.7,1964,1477,401,373,382,389,470,470,470,376,94
473,479,4210,Tanah Longsor,2,1,0.48,261.1,46.8,49.0,227,192,51,48,47,51,441,441,441,353,88
116,139,9206,Banjir,5,3,0.41,203.7,39.0,40.4,217,153,45,47,42,39,161,161,161,129,81
188,213,9229,Banjir,4,1,0.59,107.9,20.1,21.3,104,82,21,21,21,22,230,230,230,184,115
57,63,2303,Gempa Bumi,3,7,0.64,229.6,44.5,45.9,215,155,42,48,44,43,63,63,63,50,13
251,258,8536,Gempa Bumi,4,3,0.95,391.1,80.8,77.0,428,321,84,75,72,73,279,279,279,223,56
384,455,14591,Gempa Bumi,2,7,0.21,1508.4,293.7,309.6,1379,1242,329,314,320,299,419,419,419,335,84
407,420,1799,Banjir,3,1,0.26,201.0,43.1,41.9,214,177,38,46,46,43,420,420,420,336,210
150,157,11515,Tsunami,4,3,0.87,234.7,48.4,43.2,235,181,48,47,45,44,170,170,170,136,34
452,466,14455,Gempa Bumi,3,5,0.23,1120.1,221.2,227.9,1175,901,236,236,226,230,466,466,466,373,93
162,162,4157,Gempa Bumi,3,7,0.46,539.7,121.8,114.0,541,481,112,119,123,111,162,162,162,130,32
120,140,12674,Banjir,2,3,0.38,211.6,40.7,43.6,217,173,45,41,43,42,129,129,129,103,64
70,75,11118,Banjir,2,1,0.34,35.8,7.2,7.6,37,29,7,7,8,7,69,69,69,55,34
412,427,3838,Angin Kencang,3,1,0.57,200.9,41.5,44.8,209,185,41,43,45,43,427,427,427,342,214
351,379,2234,Banjir,3,5,0.83,911.8,180.6,192.1,1040,739,183,187,197,194,379,379,379,303,190
99,111,3818,Banjir,3,5,0.26,283.1,59.1,57.2,287,237,56,57,57,55,111,111,111,89,56
167,188,10214,Gempa Bumi,4,7,0.27,652.3,137.2,127.4,614,515,131,139,132,127,203,203,203,162,41
298,325,1770,Banjir,3,1,0.4,159.3,32.1,32.2,157,129,36,30,31,32,325,325,325,260,162
151,170,3430,Angin Kencang,3,3,0.76,263.4,51.9,47.3,240,205,54,55,55,55,170,170,170,136,85
326,361,13537,Tanah Longsor,5,3,0.97,552.0,114.2,114.7,497,430,108,110,108,107,419,419,419,335,84
464,559,2484,Tanah Longsor,5,1,0.75,285.5,60.6,57.9,275,212,52,58,55,54,648,648,648,519,130
2,2,11175,Tanah Longsor,4,5,0.51,4.9,1.0,1.0,5,4,1,1,1,1,2,2,2,2,0
152,185,1539,Tanah Longsor,4,5,0.97,457.6,93.0,96.6,474,388,94,98,93,91,200,200,200,160,40
401,425,8632,Gempa Bumi,1,1,0.75,197.6,40.6,42.3,205,169,42,45,41,43,357,357,357,286,71
365,431,9209,Gempa Bumi,2,3,0.69,684.8,135.0,129.9,629,542,123,120,133,129,397,397,397,317,79
65,72,8513,Gempa Bumi,4,3,0.48,112.7,22.6,21.8,113,88,23,21,22,23,78,78,78,62,16
326,350,8067,Banjir,4,3,0.99,526.0,106.1,105.2,493,448,115,113,99,115,378,378,378,302,189
69,80,11850,Banjir,3,3,0.62,125.2,23.3,23.4,122,99,24,23,24,23,80,80,80,64,40
121,144,12123,Banjir,4,5,0.47,345.9,68.0,73.4,369,298,70,74,73,71,156,156,156,124,78
109,121,11391,Banjir,2,3,0.62,189.6,34.9,38.2,192,139,36,39,39,36,111,111,111,89,56
316,353,2108,Banjir,2,10,0.43,1768.7,371.1,349.2,1590,1341,382,354,347,338,325,325,325,260,162
247,251,6006,Tsunami,2,7,0.29,931.1,169.9,174.2,871,685,176,178,179,182,231,231,231,185,46
434,534,12489,Banjir,4,3,0.9,854.1,168.0,152.8,837,677,154,150,169,155,577,577,577,461,288
93,113,9646,Banjir,3,10,0.36,570.4,119.7,109.9,564,439,105,107,115,113,113,113,113,90,56
268,295,5311,Banjir,2,5,0.58,690.9,143.6,146.4,665,529,156,151,148,148,271,271,271,217,136
103,123,859,Gempa Bumi,3,10,0.82,618.9,123.9,128.4,588,488,113,131,123,126,123,123,123,98,25
431,465,5684,Banjir,1,3,0.99,735.1,143.2,138.4,726,517,145,136,136,136,391,391,391,312,195
451,533,2302,Angin Kencang,2,5,0.43,1393.0,249.9,263.3,1397,1053,262,290,285,270,490,490,490,392,245
112,126,7332,Banjir,2,5,0.4,311.1,70.0,64.6,310,267,66,66,62,62,116,116,116,93,58
321,358,2694,Angin Kencang,2,3,0.81,523.9,103.6,104.7,529,444,102,105,111,107,329,329,329,263,165
411,417,1997,Angin Kencang,3,5,0.4,1038.7,195.9,214.2,1053,768,226,224,215,214,417,417,417,334,208
304,377,10509,Tanah Longsor,2,3,0.23,545.0,117.2,117.5,451,457,115,119,107,118,347,347,347,277,69
344,416,9969,Gempa Bumi,5,5,0.7,1017.0,212.4,201.3,962,810,208,191,216,213,483,483,483,386,97
62,74,5583,Banjir,4,5,0.8,195.2,36.0,37.5,179,145,37,38,34,37,80,80,80,64,40
300,323,5089,Banjir,4,5,0.31,764.8,165.9,157.2,824,591,161,171,163,158,349,349,349,279,174
403,432,5245,Gempa Bumi,4,3,0.86,607.1,133.9,119.6,678,555,135,123,124,134,467,467,467,373,93
443,506,10513,Tanah Longsor,4,3,0.75,762.5,165.7,148.7,836,560,145,138,159,155,546,546,546,437,109
136,165,12397,Banjir,3,5,0.28,426.8,83.3,85.3,417,354,90,81,79,88,165,165,165,132,82
55,68,3455,Gempa Bumi,3,14,0.53,479.8,94.1,98.5,437,375,91,83,91,97,68,68,68,54,14
108,115,5317,Tanah Longsor,5,3,0.87,172.4,34.7,36.7,196,143,33,37,34,35,133,133,133,107,27
303,349,8243,Banjir,3,3,0.79,526.9,99.1,108.3,515,422,118,106,106,103,349,349,349,279,174
258,305,3336,Angin Kencang,4,7,0.43,1081.2,196.1,211.7,1127,897,233,203,217,211,329,329,329,264,165
253,267,14345,Banjir,4,3,0.63,370.8,81.1,80.3,428,340,82,83,77,82,288,288,288,231,144
222,245,7538,Gempa Bumi,5,3,0.54,346.2,75.1,74.2,362,287,71,72,73,73,284,284,284,227,57
478,500,4743,Banjir,2,7,0.96,1750.9,340.6,366.7,1849,1484,365,367,332,343,460,460,460,368,230
369,433,10986,Angin Kencang,2,3,0.41,615.7,128.1,132.4,639,489,128,124,137,131,398,398,398,319,199
167,203,6078,Banjir,1,5,0.67,503.1,99.2,99.9,511,411,108,106,102,101,171,171,171,136,85
429,523,6024,Banjir,5,3,0.97,715.2,162.9,162.7,766,658,158,165,153,159,607,607,607,485,303
160,187,11659,Tanah Longsor,4,7,0.26,644.8,138.8,135.7,614,535,139,126,118,134,202,202,202,162,40
449,488,3658,Banjir,2,5,0.31,1232.0,252.8,241.3,1144,919,235,259,250,242,449,449,449,359,224
166,193,8479,Gempa Bumi,2,10,0.51,996.2,197.3,208.0,995,721,199,182,184,190,178,178,178,142,36
205,249,7678,Angin Kencang,1,3,0.78,367.0,69.2,74.8,429,285,78,72,77,74,209,209,209,167,105
267,309,9159,Banjir,2,3,0.92,468.0,99.0,88.6,441,354,93,95,88,96,284,284,284,227,142
138,152,4632,Tanah Longsor,4,3,0.26,228.6,44.0,44.6,212,184,44,44,48,41,164,164,164,131,33
368,453,10338,Tanah Longsor,2,7,0.58,1541.1,304.3,307.7,1488,1322,324,330,325,300,417,417,417,333,83
443,536,3586,Tanah Longsor,4,5,0.41,1310.1,278.9,282.9,1279,1142,253,260,284,269,579,579,579,463,116
346,422,2715,Tsunami,5,7,0.87,1545.1,303.4,304.1,1657,1302,298,316,302,291,490,490,490,392,98
248,304,10990,Tsunami,5,3,0.77,450.5,84.2,91.3,464,384,87,95,91,90,353,353,353,282,71
55,60,6195,Gempa Bumi,5,7,0.77,219.7,42.9,43.2,190,159,44,43,44,41,70,70,70,56,14
404,491,5245,Gempa Bumi,2,5,0.24,1158.2,232.7,245.3,1156,1028,267,258,229,226,452,452,452,361,90
209,239,2554,Tanah Longsor,5,5,0.56,610.1,121.3,114.8,614,454,110,125,116,117,277,277,277,222,55
17,17,1165,Banjir,1,3,0.59,26.5,4.9,5.0,23,21,5,5,5,5,14,14,14,11,7
68,79,13710,Banjir,4,7,0.48,278.8,52.2,55.0,298,220,53,59,52,56,85,85,85,68,43
133,149,7650,Tsunami,5,1,0.23,72.8,15.9,15.3,71,63,14,14,14,15,173,173,173,138,35
188,201,1288,Banjir,4,5,0.45,544.5,96.9,104.9,495,401,101,95,100,102,217,217,217,174,109
407,506,9057,Gempa Bumi,4,1,0.9,255.8,46.7,50.0,237,189,52,54,49,49,546,546,546,437,109
430,436,2155,Banjir,2,7,0.58,1578.1,305.4,321.9,1494,1271,314,318,319,328,401,401,401,321,201
308,381,14269,Gempa Bumi,5,5,0.47,967.0,194.3,183.6,860,714,191,179,191,188,442,442,442,354,88
138,143,5169,Angin Kencang,4,7,0.82,519.2,92.9,100.9,565,396,107,92,94,102,154,154,154,124,77
174,190,12894,Tsunami,3,7,0.58,657.8,138.7,136.6,676,535,135,134,127,137,190,190,190,152,38
412,455,11338,Gempa Bumi,3,1,0.8,238.4,42.2,45.8,226,189,47,46,44,47,455,455,455,364,91
97,115,9622,Angin Kencang,1,5,0.59,278.7,53.8,57.6,294,227,57,56,59,57,97,97,97,77,48
171,180,12417,Gempa Bumi,1,10,0.57,948.5,187.2,167.9,843,728,178,196,192,184,151,151,151,121,30
154,192,1779,Angin Kencang,4,5,0.4,450.1,93.2,96.3,467,369,102,104,95,97,207,207,207,166,104
183,217,12732,Banjir,2,7,0.43,756.1,156.4,157.8,733,601,150,142,160,148,200,200,200,160,100
242,290,13088,Gempa Bumi,4,7,0.9,1074.3,208.0,204.4,931,806,219,205,197,187,313,313,313,251,63
304,312,10775,Angin Kencang,3,3,0.73,447.1,100.7,95.5,488,404,95,91,99,88,312,312,312,250,156
285,319,2343,Gempa Bumi,1,5,0.37,803.0,158.8,160.5,878,634,161,158,169,150,268,268,268,214,54
27,33,7393,Gempa Bumi,3,3,0.95,48.5,9.7,9.7,50,38,10,10,9,10,33,33,33,26,7
402,429,7436,Gempa Bumi,5,1,0.73,213.0,41.6,41.2,187,159,44,43,40,42,498,498,498,398,100
360,373,1985,Banjir,4,5,0.97,910.0,186.9,195.6,889,767,188,192,178,184,403,403,403,322,201
60,67,3346,Banjir,1,5,0.2,167.9,32.2,34.8,165,144,33,32,34,34,56,56,56,45,28
202,249,7720,Banjir,2,14,0.28,1711.7,320.1,339.0,1644,1360,334,353,343,355,229,229,229,183,115
250,280,9379,Gempa Bumi,1,3,0.9,423.7,96.3,84.0,428,366,82,81,78,88,235,235,235,188,47
362,399,4864,Tanah Longsor,1,5,0.2,990.4,184.6,191.0,1061,848,205,195,197,186,335,335,335,268,67
69,80,4631,Banjir,1,5,0.37,208.2,40.5,40.3,220,158,37,43,42,42,67,67,67,54,34
458,565,6771,Gempa Bumi,4,1,0.95,298.6,59.8,53.9,289,222,57,54,58,59,610,610,610,488,122
370,375,6345,Banjir,2,7,0.78,1305.0,273.4,258.9,1282,1124,254,260,256,274,345,345,345,276,172
21,22,11108,Banjir,3,14,0.57,149.4,33.4,30.1,162,116,30,32,31,32,22,22,22,18,11
152,157,13107,Gempa Bumi,1,5,0.66,352.4,74.7,79.0,449,316,77,67,77,77,132,132,132,106,26
102,104,1097,Angin Kencang,1,1,0.75,51.4,10.2,10.6,55,43,11,11,11,10,87,87,87,70,44
387,416,11882,Tanah Longsor,3,10,0.82,2014.1,409.7,412.1,2033,1680,422,451,432,390,416,416,416,333,83
488,516,2534,Gempa Bumi,1,3,0.28,742.7,151.0,151.2,759,631,153,152,160,167,433,433,433,347,87
95,108,11436,Angin Kencang,2,10,0.35,529.3,112.4,108.3,469,485,109,108,103,109,99,99,99,79,50
446,482,11318,Banjir,2,10,0.61,2360.9,499.1,473.2,2243,1839,499,483,482,469,443,443,443,355,222
361,398,1923,Banjir,5,7,0.56,1307.2,291.7,286.0,1394,1117,271,275,263,296,462,462,462,369,231
229,283,9548,Banjir,3,10,0.27,1401.1,290.3,274.1,1449,1117,271,315,289,294,283,283,283,226,142
125,130,8354,Gempa Bumi,4,1,0.66,63.6,12.3,12.9,65,56,13,12,14,13,140,140,140,112,28
258,283,7162,Tanah Longsor,5,7,0.47,954.5,202.7,205.5,992,775,197,188,196,195,328,328,328,263,66
322,343,10643,Tsunami,2,5,0.23,865.6,167.2,165.5,828,690,173,191,165,172,316,316,316,252,63
487,554,3151,Gempa Bumi,5,7,0.31,1924.6,401.1,371.2,1913,1605,400,423,373,392,643,643,643,514,129
369,437,10564,Banjir,4,5,0.92,1086.3,220.6,217.6,1019,806,204,203,218,217,472,472,472,378,236
426,513,14154,Banjir,5,7,0.37,1765.1,358.1,355.4,1764,1459,355,377,372,363,595,595,595,476,298
236,266,1447,Angin Kencang,5,3,0.33,391.0,75.4,77.8,405,340,79,74,85,74,309,309,309,247,154
162,197,5085,Gempa Bumi,2,3,0.39,311.6,63.7,61.0,323,229,61,57,60,60,181,181,181,145,36
42,50,6662,Banjir,3,3,0.94,75.1,14.7,15.4,70,60,15,15,15,16,50,50,50,40,25
276,287,11747,Gempa Bumi,1,5,0.96,720.4,136.3,138.2,698,571,140,143,146,147,241,241,241,193,48
353,375,5537,Banjir,3,3,0.82,560.1,107.2,111.4,557,432,114,116,105,111,375,375,375,300,188
68,79,6900,Angin Kencang,5,5,0.43,207.8,38.0,38.2,192,162,41,38,41,42,92,92,92,73,46
173,215,14428,Tanah Longsor,2,5,0.92,523.9,104.9,109.9,511,443,119,109,101,112,198,198,198,158,40
492,538,7058,Banjir,1,14,0.73,3945.1,786.8,758.1,3800,3250,778,748,749,809,452,452,452,362,226
331,350,7394,Angin Kencang,1,7,0.3,1200.4,253.5,235.4,1130,981,216,234,262,259,294,294,294,235,147
125,152,13618,Gempa Bumi,1,5,0.88,396.5,80.9,76.3,353,298,72,68,81,77,128,128,128,102,26
170,178,1486,Gempa Bumi,4,5,0.76,464.0,86.9,88.0,454,346,93,88,81,92,192,192,192,154,38
47,55,10157,Banjir,1,10,0.63,266.2,56.6,55.3,288,231,54,57,54,53,46,46,46,37,23
261,263,5682,Gempa Bumi,3,3,0.89,407.9,89.3,79.5,421,314,75,86,83,81,263,263,263,210,53
217,218,11280,Gempa Bumi,3,7,0.42,796.0,143.3,147.5,757,638,145,157,158,151,218,218,218,174,44
305,339,13814,Tanah Longsor,3,1,0.32,165.7,34.1,31.2,173,134,35,34,33,33,339,339,339,271,68
124,144,9719,Gempa Bumi,4,14,0.76,1040.6,211.1,208.2,1028,795,197,202,206,193,156,156,156,124,31
293,303,7490,Banjir,1,10,0.28,1572.2,278.8,309.5,1442,1168,317,294,305,281,255,255,255,204,127
162,193,10281,Gempa Bumi,1,5,0.76,499.2,96.7,95.9,478,353,92,93,96,100,162,162,162,130,32
201,207,3650,Banjir,1,3,0.79,334.6,60.0,63.7,335,254,62,63,57,60,174,174,174,139,87
454,515,10738,Gempa Bumi,2,1,0.33,275.9,53.6,51.2,251,205,46,52,47,52,474,474,474,379,95
402,433,10465,Banjir,5,10,0.2,2130.8,431.9,442.3,2206,1622,429,407,440,455,502,502,502,402,251
462,549,2271,Banjir,1,14,0.49,3831.4,763.9,786.8,3730,2898,790,770,762,765,461,461,461,369,231
275,330,5651,Tsunami,1,1,0.55,162.8,30.7,33.0,166,136,31,33,33,34,277,277,277,222,55
206,209,4036,Banjir,4,5,0.64,504.1,107.1,109.9,532,406,111,105,103,102,226,226,226,181,113
40,42,6593,Banjir,3,7,0.25,151.0,25.9,28.3,145,134,31,31,30,29,42,42,42,34,21
273,334,4204,Gempa Bumi,4,7,0.3,1152.2,238.8,229.4,1182,890,234,228,237,240,361,361,361,289,72
188,208,4345,Gempa Bumi,2,5,0.87,513.7,106.8,108.2,494,415,111,106,109,102,191,191,191,153,38
355,397,7667,Banjir,1,5,0.81,993.0,224.8,205.6,844,787,193,200,191,207,333,333,333,267,167
93,97,943,Banjir,3,5,0.2,231.8,47.5,48.1,227,200,47,49,47,46,97,97,97,78,48
42,52,11590,Banjir,5,10,0.32,276.8,53.7,51.6,241,206,51,56,49,50,60,60,60,48,30
465,572,10302,Angin Kencang,2,7,0.8,2087.5,424.2,421.8,1829,1530,401,396,390,405,526,526,526,421,263
379,379,5832,Gempa Bumi,1,3,0.34,559.9,116.9,112.5,633,464,103,108,116,100,318,318,318,255,64
107,122,8682,Banjir,5,1,0.57,64.5,12.4,12.5,63,47,12,12,12,12,142,142,142,113,71
328,400,1670,Angin Kencang,3,7,0.73,1372.2,272.0,278.4,1455,1166,288,280,268,298,400,400,400,320,200
65,72,3567,Banjir,2,7,0.75,251.2,45.5,50.3,248,207,51,53,48,49,66,66,66,53,33
365,405,10873,Tanah Longsor,1,3,0.74,625.1,130.7,122.7,627,518,131,124,120,120,340,340,340,272,68
309,338,1935,Tanah Longsor,5,5,0.41,822.5,174.2,174.0,745,643,151,170,165,177,392,392,392,314,78
484,487,2192,Gempa Bumi,3,5,0.35,1215.2,255.3,254.7,1326,1032,234,231,239,240,487,487,487,390,97
135,162,5843,Angin Kencang,3,3,0.37,229.7,44.1,48.6,262,205,49,52,46,50,162,162,162,130,81
494,550,2551,Gempa Bumi,4,3,0.44,839.9,149.2,164.2,709,658,172,156,162,164,594,594,594,475,119
389,441,12687,Tsunami,5,10,0.32,2171.3,405.7,446.4,2267,1776,446,465,458,423,512,512,512,409,102
24,26,13762,Banjir,5,10,0.93,130.3,27.3,24.3,127,101,25,27,27,26,30,30,30,24,15
28,33,12656,Gempa Bumi,4,3,0.65,49.5,9.0,9.5,46,42,9,9,11,11,36,36,36,29,7
62,74,6787,Gempa Bumi,4,1,0.5,33.5,6.7,7.8,38,29,7,7,7,7,80,80,80,64,16
491,559,4710,Banjir,2,3,0.39,831.1,178.6,161.3,806,701,195,152,165,167,514,514,514,411,257
273,335,12060,Banjir,1,10,0.82,1678.0,324.5,333.3,1619,1449,360,320,335,340,281,281,281,225,141
229,236,6054,Gempa Bumi,5,5,0.98,605.9,123.3,118.8,632,424,119,123,120,120,274,274,274,219,55
20,24,1511,Tsunami,1,7,0.21,85.6,15.8,16.4,86,63,18,17,18,16,20,20,20,16,4
3,3,3419,Tsunami,5,10,0.49,15.7,3.2,2.9,15,11,3,3,3,3,3,3,3,3,1
421,445,14618,Gempa Bumi,5,5,0.76,1162.0,203.5,222.5,1154,939,223,210,213,210,516,516,516,413,103
218,225,7542,Banjir,2,5,0.21,567.0,108.3,109.4,607,458,114,107,120,113,207,207,207,166,104
399,429,10661,Banjir,4,10,0.33,2024.8,456.7,417.3,2214,1696,420,438,443,454,463,463,463,371,232
307,373,13114,Gempa Bumi,2,10,0.71,1846.4,371.7,387.7,1800,1348,364,393,380,392,343,343,343,275,69
432,517,2294,Gempa Bumi,4,7,0.68,1696.4,338.8,358.8,1777,1410,372,368,349,370,558,558,558,447,112
136,158,11291,Tanah Longsor,1,5,0.71,405.4,83.5,78.7,401,316,83,80,82,78,133,133,133,106,27
397,406,12121,Gempa Bumi,4,5,0.84,975.7,198.8,201.7,878,777,213,205,196,214,438,438,438,351,88
432,535,2290,Banjir,2,3,0.22,839.6,146.8,161.1,852,606,168,165,161,157,492,492,492,394,246
3,3,11412,Angin Kencang,3,5,0.39,7.4,1.4,1.4,7,6,1,1,2,2,3,3,3,2,2
193,222,8579,Gempa Bumi,2,14,0.86,1615.6,293.9,302.8,1533,1234,316,298,309,321,204,204,204,163,41
73,88,11958,Banjir,3,1,0.38,45.8,8.8,9.1,41,35,9,9,9,9,88,88,88,70,44
415,429,10212,Gempa Bumi,1,3,0.56,669.0,124.1,128.7,688,539,135,121,122,128,360,360,360,288,72
361,420,2427,Angin Kencang,3,7,0.52,1425.8,313.5,284.2,1496,1170,289,286,300,304,420,420,420,336,210
118,119,3429,Banjir,4,10,0.2,606.4,109.0,117.5,558,468,117,121,119,118,129,129,129,103,64
154,158,12214,Tanah Longsor,3,7,0.21,552.0,108.5,110.5,594,426,116,114,107,116,158,158,158,126,32
209,247,6156,Angin Kencang,2,3,0.71,369.2,74.5,70.0,332,288,74,75,73,74,227,227,227,182,114
440,457,2827,Banjir,1,5,0.22,1108.7,226.5,226.7,1077,845,236,225,226,220,384,384,384,307,192
34,38,6009,Gempa Bumi,4,5,0.35,94.9,17.5,19.1,95,74,20,18,19,19,41,41,41,33,8
137,146,12034,Banjir,2,7,0.52,522.9,102.8,110.7,547,423,104,94,108,99,134,134,134,107,67
318,351,1766,Gempa Bumi,3,1,0.92,182.1,34.0,34.2,185,147,38,34,33,35,351,351,351,281,70
120,122,11121,Banjir,4,5,0.26,300.9,65.1,63.6,303,266,60,61,62,61,132,132,132,105,66
115,137,2920,Banjir,1,5,0.29,334.2,74.9,69.1,303,261,68,68,68,66,115,115,115,92,58
13,13,8120,Gempa Bumi,5,7,1.0,44.0,8.8,9.0,45,35,9,9,9,9,15,15,15,12,3
69,83,10248,Tsunami,4,5,0.35,210.1,40.5,42.5,231,161,43,44,45,42,90,90,90,72,18
425,495,9434,Banjir,5,3,0.86,727.6,144.4,158.0,697,593,147,152,159,153,574,574,574,459,287
333,368,7766,Banjir,3,7,0.67,1228.1,244.2,273.0,1282,1088,263,271,260,252,368,368,368,294,184
257,313,6665,Banjir,4,3,0.47,467.6,87.8,98.2,450,364,88,85,97,89,338,338,338,270,169
89,93,7114,Banjir,5,5,0.53,236.1,47.8,45.8,235,185,42,49,44,47,108,108,108,86,54
47,50,14878,Banjir,4,10,0.39,252.7,51.1,51.3,253,202,51,54,46,50,54,54,54,43,27
260,269,13359,Gempa Bumi,1,5,0.96,678.7,135.4,132.0,635,509,143,124,135,136,226,226,226,181,45
228,250,12658,Tanah Longsor,1,3,0.31,393.1,77.9,77.2,354,302,72,74,77,74,210,210,210,168,42
447,557,5884,Banjir,3,10,0.27,2335.3,517.0,555.1,2933,2292,544,589,545,540,557,557,557,446,278
180,187,10253,Banjir,4,3,0.79,280.1,59.9,55.5,296,210,60,53,58,56,202,202,202,162,101
10,12,7878,Tanah Longsor,4,7,0.96,40.5,8.2,8.5,44,35,8,8,8,8,13,13,13,10,3
284,330,4190,Gempa Bumi,1,3,0.44,483.1,102.5,101.0,542,389,99,96,103,96,277,277,277,222,55
377,378,1910,Banjir,3,14,0.93,2655.7,566.8,556.9,2664,2119,566,533,506,497,378,378,378,302,189
126,156,12920,Angin Kencang,4,5,0.99,392.5,81.1,76.8,387,320,81,80,81,74,168,168,168,135,84
134,167,3542,Banjir,4,14,0.98,1111.3,247.8,238.8,1157,956,229,234,233,240,180,180,180,144,90
155,191,14132,Banjir,4,3,0.36,271.0,54.7,57.5,267,229,59,66,60,61,206,206,206,165,103
248,279,2166,Gempa Bumi,3,3,0.35,410.4,79.1,86.0,385,311,81,89,86,84,279,279,279,223,56
140,148,11577,Banjir,2,5,0.21,360.2,74.6,75.1,350,320,67,75,67,80,136,136,136,109,68
318,349,13720,Banjir,2,3,0.82,505.3,104.4,107.1,524,446,110,114,101,108,321,321,321,257,161
436,503,9424,Tanah Longsor,1,7,0.74,1807.5,357.3,358.0,1671,1494,365,362,361,361,423,423,423,338,85
176,193,7049,Gempa Bumi,5,5,0.71,455.5,81.2,95.8,444,391,96,92,97,102,224,224,224,179,45
323,380,5113,Tanah Longsor,3,1,0.38,205.2,40.8,40.0,191,156,35,40,38,38,380,380,380,304,76
174,209,10544,Gempa Bumi,5,10,0.76,1098.2,206.2,205.7,1030,853,214,205,214,221,242,242,242,194,48
